Rep. Henry Cuellar,Representative for Texas’s 28th District,"Cuellar is the representative for Texas’s 28th congressional district (view map) and is a Democrat. He has served since Jan 4, 2005. Cuellar is next up for reelection in 2024 and serves until Jan 3, 2025. He is 67 years old.",/static/legislator-photos/400657-200px.jpeg
Rep. John Curtis,Representative for Utah’s 3rd District,"Curtis is the representative for Utah’s 3rd congressional district (view map) and is a Republican. He has served since Nov 13, 2017. Curtis is next up for reelection in 2024 and serves until Jan 3, 2025. He is 62 years old.",/static/legislator-photos/412740-200px.jpeg
Sen. Steve Daines,Senator for Montana,"Daines is the junior senator from Montana and is a Republican. He has served since Jan 6, 2015. Daines is next up for reelection in 2026 and serves until Jan 3, 2027. He is 60 years old.",/static/legislator-photos/412549-200px.jpeg
Rep. Warren Davidson,Representative for Ohio’s 8th District,"Davidson is the representative for Ohio’s 8th congressional district (view map) and is a Republican. He has served since Jun 9, 2016. Davidson is next up for reelection in 2024 and serves until Jan 3, 2025. He is 52 years old.",/static/legislator-photos/412675-200px.jpeg
Rep. Sharice Davids,Representative for Kansas’s 3rd District,"Davids is the representative for Kansas’s 3rd congressional district (view map) and is a Democrat. She has served since Jan 3, 2019. Davids is next up for reelection in 2024 and serves until Jan 3, 2025. She is 42 years old.",/static/legislator-photos/412780-200px.jpeg
Rep. Donald Davis,Representative for North Carolina’s 1st District,"Davis is the representative for North Carolina’s 1st congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Davis is next up for reelection in 2024 and serves until Jan 3, 2025. He is 51 years old."
Rep. Madeleine Dean,Representative for Pennsylvania’s 4th District,"Dean is the representative for Pennsylvania’s 4th congressional district (view map) and is a Democrat. She has served since Jan 3, 2019. Dean is next up for reelection in 2024 and serves until Jan 3, 2025. She is 63 years old.",/static/legislator-photos/412809-200px.jpeg
Rep. Diana DeGette,Representative for Colorado’s 1st District,"DeGette is the representative for Colorado’s 1st congressional district (view map) and is a Democrat. She has served since Jan 7, 1997. DeGette is next up for reelection in 2024 and serves until Jan 3, 2025. She is 65 years old.",/static/legislator-photos/400101-200px.jpeg
Rep. Mónica De La Cruz,Representative for Texas’s 15th District,"De La Cruz is the representative for Texas’s 15th congressional district (view map) and is a Republican. She has served since Jan 3, 2023. De La Cruz is next up for reelection in 2024 and serves until Jan 3, 2025. She is 48 years old."
Rep. Rosa DeLauro,Representative for Connecticut’s 3rd District,"DeLauro is the representative for Connecticut’s 3rd congressional district (view map) and is a Democrat. She has served since Jan 3, 1991. DeLauro is next up for reelection in 2024 and serves until Jan 3, 2025. She is 79 years old.",/static/legislator-photos/400103-200px.jpeg
Rep. Suzan DelBene,Representative for Washington’s 1st District,"DelBene is the representative for Washington’s 1st congressional district (view map) and is a Democrat. She has served since Nov 13, 2012. DelBene is next up for reelection in 2024 and serves until Jan 3, 2025. She is 60 years old.",/static/legislator-photos/412505-200px.jpeg
Rep. Chris Deluzio,Representative for Pennsylvania’s 17th District,"Deluzio is the representative for Pennsylvania’s 17th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Deluzio is next up for reelection in 2024 and serves until Jan 3, 2025. He is 38 years old."
Rep. Mark DeSaulnier,Representative for California’s 10th District,"DeSaulnier is the representative for California’s 10th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. DeSaulnier is next up for reelection in 2024 and serves until Jan 3, 2025. He is 70 years old.",/static/legislator-photos/412613-200px.jpeg
Rep. Scott DesJarlais,Representative for Tennessee’s 4th District,"DesJarlais is the representative for Tennessee’s 4th congressional district (view map) and is a Republican. He has served since Jan 5, 2011. DesJarlais is next up for reelection in 2024 and serves until Jan 3, 2025. He is 58 years old.",/static/legislator-photos/412477-200px.jpeg
Rep. Anthony D'Esposito,Representative for New York’s 4th District,"D'Esposito is the representative for New York’s 4th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. D'Esposito is next up for reelection in 2024 and serves until Jan 3, 2025. He is 40 years old."
Rep. Mario Diaz-Balart,Representative for Florida’s 26th District,"Diaz-Balart is the representative for Florida’s 26th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Diaz-Balart is next up for reelection in 2024 and serves until Jan 3, 2025. He is 61 years old.",/static/legislator-photos/400108-200px.jpeg
Rep. Debbie Dingell,Representative for Michigan’s 6th District,"Dingell is the representative for Michigan’s 6th congressional district (view map) and is a Democrat. She has served since Jan 3, 2023. Dingell is next up for reelection in 2024 and serves until Jan 3, 2025. She is 69 years old.",/static/legislator-photos/412637-200px.jpeg
Rep. Lloyd Doggett,Representative for Texas’s 37th District,"Doggett is the representative for Texas’s 37th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Doggett is next up for reelection in 2024 and serves until Jan 3, 2025. He is 76 years old.",/static/legislator-photos/400111-200px.jpeg
Rep. Byron Donalds,Representative for Florida’s 19th District,"Donalds is the representative for Florida’s 19th congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Donalds is next up for reelection in 2024 and serves until Jan 3, 2025. He is 44 years old.",/static/legislator-photos/456808-200px.jpeg
Rep. John Duarte,Representative for California’s 13th District,"Duarte is the representative for California’s 13th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Duarte is next up for reelection in 2024 and serves until Jan 3, 2025. He is 56 years old."
Sen. Tammy Duckworth,Senator for Illinois,"Duckworth is the junior senator from Illinois and is a Democrat. She has served since Jan 3, 2017. Duckworth is next up for reelection in 2028 and serves until Jan 3, 2029. She is 54 years old.",/static/legislator-photos/412533-200px.jpeg
Rep. Jeff Duncan,Representative for South Carolina’s 3rd District,"Duncan is the representative for South Carolina’s 3rd congressional district (view map) and is a Republican. He has served since Jan 5, 2011. Duncan is next up for reelection in 2024 and serves until Jan 3, 2025. He is 57 years old.",/static/legislator-photos/412472-200px.jpeg
Rep. Neal Dunn,Representative for Florida’s 2nd District,"Dunn is the representative for Florida’s 2nd congressional district (view map) and is a Republican. He has served since Jan 3, 2017. Dunn is next up for reelection in 2024 and serves until Jan 3, 2025. He is 69 years old.",/static/legislator-photos/412691-200px.jpeg
Sen. Richard Durbin,Senator for Illinois,"Durbin is the senior senator from Illinois and is a Democrat. He has served since Jan 7, 1997. Durbin is next up for reelection in 2026 and serves until Jan 3, 2027. He is 78 years old.",/static/legislator-photos/300038-200px.jpeg
Rep. Jake Ellzey,Representative for Texas’s 6th District,"Ellzey is the representative for Texas’s 6th congressional district (view map) and is a Republican. He has served since Jul 30, 2021. Ellzey is next up for reelection in 2024 and serves until Jan 3, 2025. He is 52 years old."
Rep. Tom Emmer,Representative for Minnesota’s 6th District,"Emmer is the representative for Minnesota’s 6th congressional district (view map) and is a Republican. He has served since Jan 6, 2015. Emmer is next up for reelection in 2024 and serves until Jan 3, 2025. He is 61 years old.",/static/legislator-photos/412639-200px.jpeg
Sen. Joni Ernst,Senator for Iowa,"Ernst is the junior senator from Iowa and is a Republican. She has served since Jan 6, 2015. Ernst is next up for reelection in 2026 and serves until Jan 3, 2027. She is 52 years old.",/static/legislator-photos/412667-200px.jpeg
Rep. Veronica Escobar,Representative for Texas’s 16th District,"Escobar is the representative for Texas’s 16th congressional district (view map) and is a Democrat. She has served since Jan 3, 2019. Escobar is next up for reelection in 2024 and serves until Jan 3, 2025. She is 53 years old.",/static/legislator-photos/412825-200px.jpeg
Rep. Anna Eshoo,Representative for California’s 16th District,"Eshoo is the representative for California’s 16th congressional district (view map) and is a Democrat. She has served since Jan 3, 2023. Eshoo is next up for reelection in 2024 and serves until Jan 3, 2025. She is 80 years old.",/static/legislator-photos/400124-200px.jpeg
Rep. Adriano Espaillat,Representative for New York’s 13th District,"Espaillat is the representative for New York’s 13th congressional district (view map) and is a Democrat. He has served since Jan 3, 2017. Espaillat is next up for reelection in 2024 and serves until Jan 3, 2025. He is 68 years old.",/static/legislator-photos/412718-200px.jpeg
Rep. Ron Estes,Representative for Kansas’s 4th District,"Estes is the representative for Kansas’s 4th congressional district (view map) and is a Republican. He has served since Apr 25, 2017. Estes is next up for reelection in 2024 and serves until Jan 3, 2025. He is 66 years old.",/static/legislator-photos/412735-200px.jpeg
Rep. Dwight Evans,Representative for Pennsylvania’s 3rd District,"Evans is the representative for Pennsylvania’s 3rd congressional district (view map) and is a Democrat. He has served since Jan 3, 2019. Evans is next up for reelection in 2024 and serves until Jan 3, 2025. He is 68 years old.",/static/legislator-photos/412677-200px.jpeg
Rep. Walter Ezell,Representative for Mississippi’s 4th District,"Ezell is the representative for Mississippi’s 4th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Ezell is next up for reelection in 2024 and serves until Jan 3, 2025. He is 63 years old."
Rep. Patrick “Pat” Fallon,Representative for Texas’s 4th District,"Fallon is the representative for Texas’s 4th congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Fallon is next up for reelection in 2024 and serves until Jan 3, 2025. He is 55 years old.",/static/legislator-photos/456845-200px.jpeg
Rep. Randy Feenstra,Representative for Iowa’s 4th District,"Feenstra is the representative for Iowa’s 4th congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Feenstra is next up for reelection in 2024 and serves until Jan 3, 2025. He is 53 years old.",/static/legislator-photos/456818-200px.jpeg
Sen. Dianne Feinstein,Senator for California,"Feinstein is the senior senator from California and is a Democrat. She has served since Nov 10, 1992. Feinstein is next up for reelection in 2024 and serves until Jan 3, 2025. She is 89 years old.",/static/legislator-photos/300043-200px.jpeg
Rep. Drew Ferguson,Representative for Georgia’s 3rd District,"Ferguson is the representative for Georgia’s 3rd congressional district (view map) and is a Republican. He has served since Jan 3, 2017. Ferguson is next up for reelection in 2024 and serves until Jan 3, 2025. He is 56 years old.",/static/legislator-photos/412700-200px.jpeg
Sen. John Fetterman,Senator for Pennsylvania,"Fetterman is the junior senator from Pennsylvania and is a Democrat. He has served since Jan 3, 2023. Fetterman is next up for reelection in 2028 and serves until Jan 3, 2029. He is 53 years old."
Rep. Brad Finstad,Representative for Minnesota’s 1st District,"Finstad is the representative for Minnesota’s 1st congressional district (view map) and is a Republican. He has served since Aug 12, 2022. Finstad is next up for reelection in 2024 and serves until Jan 3, 2025. He is 46 years old."
Rep. Michelle Fischbach,Representative for Minnesota’s 7th District,"Fischbach is the representative for Minnesota’s 7th congressional district (view map) and is a Republican. She has served since Jan 3, 2021. Fischbach is next up for reelection in 2024 and serves until Jan 3, 2025. She is 57 years old.",/static/legislator-photos/456828-200px.jpeg
Sen. Deb Fischer,Senator for Nebraska,"Fischer is the senior senator from Nebraska and is a Republican. She has served since Jan 3, 2013. Fischer is next up for reelection in 2024 and serves until Jan 3, 2025. She is 71 years old.",/static/legislator-photos/412556-200px.jpeg
Rep. Scott Fitzgerald,Representative for Wisconsin’s 5th District,"Fitzgerald is the representative for Wisconsin’s 5th congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Fitzgerald is next up for reelection in 2024 and serves until Jan 3, 2025. He is 59 years old.",/static/legislator-photos/456855-200px.jpeg
Rep. Brian Fitzpatrick,Representative for Pennsylvania’s 1st District,"Fitzpatrick is the representative for Pennsylvania’s 1st congressional district (view map) and is a Republican. He has served since Jan 3, 2019. Fitzpatrick is next up for reelection in 2024 and serves until Jan 3, 2025. He is 49 years old.",/static/legislator-photos/412721-200px.jpeg
Rep. Lizzie Fletcher,Representative for Texas’s 7th District,"Fletcher is the representative for Texas’s 7th congressional district (view map) and is a Democrat. She has served since Jan 3, 2019. Fletcher is next up for reelection in 2024 and serves until Jan 3, 2025. She is 47 years old.",/static/legislator-photos/412824-200px.jpeg
Rep. Mike Flood,Representative for Nebraska’s 1st District,"Flood is the representative for Nebraska’s 1st congressional district (view map) and is a Republican. He has served since Jul 12, 2022. Flood is next up for reelection in 2024 and serves until Jan 3, 2025. He is 47 years old.",/static/legislator-photos/456868-200px.jpeg
Rep. Bill Foster,Representative for Illinois’s 11th District,"Foster is the representative for Illinois’s 11th congressional district (view map) and is a Democrat. He has served since Jan 3, 2013. Foster is next up for reelection in 2024 and serves until Jan 3, 2025. He is 67 years old.",/static/legislator-photos/412257-200px.jpeg
Rep. Valerie Foushee,Representative for North Carolina’s 4th District,"Foushee is the representative for North Carolina’s 4th congressional district (view map) and is a Democrat. She has served since Jan 3, 2023. Foushee is next up for reelection in 2024 and serves until Jan 3, 2025. She is 66 years old."
Rep. Virginia Foxx,Representative for North Carolina’s 5th District,"Foxx is the representative for North Carolina’s 5th congressional district (view map) and is a Republican. She has served since Jan 4, 2005. Foxx is next up for reelection in 2024 and serves until Jan 3, 2025. She is 79 years old.",/static/legislator-photos/400643-200px.jpeg
Rep. Lois Frankel,Representative for Florida’s 22nd District,"Frankel is the representative for Florida’s 22nd congressional district (view map) and is a Democrat. She has served since Jan 3, 2023. Frankel is next up for reelection in 2024 and serves until Jan 3, 2025. She is 74 years old.",/static/legislator-photos/412529-200px.jpeg
Rep. Scott Franklin,Representative for Florida’s 18th District,"Franklin is the representative for Florida’s 18th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Franklin is next up for reelection in 2024 and serves until Jan 3, 2025. He is 58 years old.",/static/legislator-photos/456807-200px.jpeg
Rep. Maxwell Frost,Representative for Florida’s 10th District,"Frost is the representative for Florida’s 10th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Frost is next up for reelection in 2024 and serves until Jan 3, 2025. He is 25 years old."
Rep. Russell Fry,Representative for South Carolina’s 7th District,"Fry is the representative for South Carolina’s 7th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Fry is next up for reelection in 2024 and serves until Jan 3, 2025. He is 37 years old."
Rep. Russ Fulcher,Representative for Idaho’s 1st District,"Fulcher is the representative for Idaho’s 1st congressional district (view map) and is a Republican. He has served since Jan 3, 2019. Fulcher is next up for reelection in 2024 and serves until Jan 3, 2025. He is 49 years old.",/static/legislator-photos/412773-200px.jpeg
Rep. Matt Gaetz,Representative for Florida’s 1st District,"Gaetz is the representative for Florida’s 1st congressional district (view map) and is a Republican. He has served since Jan 3, 2017. Gaetz is next up for reelection in 2024 and serves until Jan 3, 2025. He is 40 years old.",/static/legislator-photos/412690-200px.jpeg
Rep. Mike Gallagher,Representative for Wisconsin’s 8th District,"Gallagher is the representative for Wisconsin’s 8th congressional district (view map) and is a Republican. He has served since Jan 3, 2017. Gallagher is next up for reelection in 2024 and serves until Jan 3, 2025. He is 38 years old.",/static/legislator-photos/412731-200px.jpeg
Rep. Ruben Gallego,Representative for Arizona’s 3rd District,"Gallego is the representative for Arizona’s 3rd congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Gallego is next up for reelection in 2024 and serves until Jan 3, 2025. He is 43 years old.",/static/legislator-photos/412612-200px.jpeg
Rep. John Garamendi,Representative for California’s 8th District,"Garamendi is the representative for California’s 8th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Garamendi is next up for reelection in 2024 and serves until Jan 3, 2025. He is 77 years old.",/static/legislator-photos/412382-200px.jpeg
Rep. Andrew Garbarino,Representative for New York’s 2nd District,"Garbarino is the representative for New York’s 2nd congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Garbarino is next up for reelection in 2024 and serves until Jan 3, 2025. He is 38 years old.",/static/legislator-photos/456836-200px.jpeg
Rep. Jesús “Chuy” García,Representative for Illinois’s 4th District,"García is the representative for Illinois’s 4th congressional district (view map) and is a Democrat. He has served since Jan 3, 2019. García is next up for reelection in 2024 and serves until Jan 3, 2025. He is 66 years old.",/static/legislator-photos/412774-200px.jpeg
Rep. Mike Garcia,Representative for California’s 27th District,"Garcia is the representative for California’s 27th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Garcia is next up for reelection in 2024 and serves until Jan 3, 2025. He is 46 years old.",/static/legislator-photos/456792-200px.jpeg
Rep. Robert Julio Garcia,Representative for California’s 42nd District,"Garcia is the representative for California’s 42nd congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Garcia is next up for reelection in 2024 and serves until Jan 3, 2025. He is 45 years old."
Rep. Sylvia Garcia,Representative for Texas’s 29th District,"Garcia is the representative for Texas’s 29th congressional district (view map) and is a Democrat. She has served since Jan 3, 2019. Garcia is next up for reelection in 2024 and serves until Jan 3, 2025. She is 72 years old.",/static/legislator-photos/412827-200px.jpeg
Rep. Carlos Gimenez,Representative for Florida’s 28th District,"Gimenez is the representative for Florida’s 28th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Gimenez is next up for reelection in 2024 and serves until Jan 3, 2025. He is 68 years old.",/static/legislator-photos/456809-200px.jpeg
Rep. Kristina Gluesenkamp Perez,Representative for Washington’s 3rd District,"Gluesenkamp Perez is the representative for Washington’s 3rd congressional district (view map) and is a Democrat. She has served since Jan 3, 2023. Gluesenkamp Perez is next up for reelection in 2024 and serves until Jan 3, 2025. She is 34 years old."
Rep. Jared Golden,Representative for Maine’s 2nd District,"Golden is the representative for Maine’s 2nd congressional district (view map) and is a Democrat. He has served since Jan 3, 2019. Golden is next up for reelection in 2024 and serves until Jan 3, 2025. He is 40 years old.",/static/legislator-photos/412842-200px.jpeg
Rep. Dan Goldman,Representative for New York’s 10th District,"Goldman is the representative for New York’s 10th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Goldman is next up for reelection in 2024 and serves until Jan 3, 2025. He is 46 years old."
Rep. Jimmy Gomez,Representative for California’s 34th District,"Gomez is the representative for California’s 34th congressional district (view map) and is a Democrat. He has served since Jul 11, 2017. Gomez is next up for reelection in 2024 and serves until Jan 3, 2025. He is 48 years old.",/static/legislator-photos/412739-200px.jpeg
Rep. Ernest “Tony” Gonzales,Representative for Texas’s 23rd District,"Gonzales is the representative for Texas’s 23rd congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Gonzales is next up for reelection in 2024 and serves until Jan 3, 2025. He is 42 years old.",/static/legislator-photos/456849-200px.jpeg
Commish. Jenniffer González-Colón,Resident Commissioner for Puerto Rico’s At-Large District,"González-Colón is the resident commissioner from Puerto Rico and is a Republican. She has served since Jan 3, 2017. González-Colón is next up for reelection in 2024 and serves until Jan 3, 2025. She is 46 years old.",/static/legislator-photos/412723-200px.jpeg
Rep. Vicente Gonzalez,Representative for Texas’s 34th District,"Gonzalez is the representative for Texas’s 34th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Gonzalez is next up for reelection in 2024 and serves until Jan 3, 2025. He is 55 years old.",/static/legislator-photos/412725-200px.jpeg
Rep. Lance Gooden,Representative for Texas’s 5th District,"Gooden is the representative for Texas’s 5th congressional district (view map) and is a Republican. He has served since Jan 3, 2019. Gooden is next up for reelection in 2024 and serves until Jan 3, 2025. He is 40 years old.",/static/legislator-photos/412822-200px.jpeg
Rep. Robert “Bob” Good,Representative for Virginia’s 5th District,"Good is the representative for Virginia’s 5th congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Good is next up for reelection in 2024 and serves until Jan 3, 2025. He is 57 years old.",/static/legislator-photos/456853-200px.jpeg
Rep. Paul Gosar,Representative for Arizona’s 9th District,"Gosar is the representative for Arizona’s 9th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Gosar is next up for reelection in 2024 and serves until Jan 3, 2025. He is 64 years old.",/static/legislator-photos/412397-200px.jpeg
Rep. Josh Gottheimer,Representative for New Jersey’s 5th District,"Gottheimer is the representative for New Jersey’s 5th congressional district (view map) and is a Democrat. He has served since Jan 3, 2017. Gottheimer is next up for reelection in 2024 and serves until Jan 3, 2025. He is 47 years old.",/static/legislator-photos/412714-200px.jpeg
Sen. Lindsey Graham,Senator for South Carolina,"Graham is the senior senator from South Carolina and is a Republican. He has served since Jan 7, 2003. Graham is next up for reelection in 2026 and serves until Jan 3, 2027. He is 67 years old.",/static/legislator-photos/300047-200px.jpeg
Rep. Kay Granger,Representative for Texas’s 12th District,"Granger is the representative for Texas’s 12th congressional district (view map) and is a Republican. She has served since Jan 7, 1997. Granger is next up for reelection in 2024 and serves until Jan 3, 2025. She is 79 years old.",/static/legislator-photos/400157-200px.jpeg
Sen. Charles “Chuck” Grassley,Senator for Iowa,"Grassley is the senior senator from Iowa and is a Republican. He has served since Jan 5, 1981. Grassley is next up for reelection in 2028 and serves until Jan 3, 2029. He is 89 years old.",/static/legislator-photos/300048-200px.jpeg
Rep. Garret Graves,Representative for Louisiana’s 6th District,"Graves is the representative for Louisiana’s 6th congressional district (view map) and is a Republican. He has served since Jan 6, 2015. Graves is next up for reelection in 2024 and serves until Jan 3, 2025. He is 50 years old.",/static/legislator-photos/412631-200px.jpeg
Rep. Sam Graves,Representative for Missouri’s 6th District,"Graves is the representative for Missouri’s 6th congressional district (view map) and is a Republican. He has served since Jan 3, 2001. Graves is next up for reelection in 2024 and serves until Jan 3, 2025. He is 59 years old.",/static/legislator-photos/400158-200px.jpeg
Rep. Al Green,Representative for Texas’s 9th District,"Green is the representative for Texas’s 9th congressional district (view map) and is a Democrat. He has served since Jan 4, 2005. Green is next up for reelection in 2024 and serves until Jan 3, 2025. He is 75 years old.",/static/legislator-photos/400653-200px.jpeg
Rep. Marjorie Taylor Greene,Representative for Georgia’s 14th District,"Greene is the representative for Georgia’s 14th congressional district (view map) and is a Republican. She has served since Jan 3, 2021. Greene is next up for reelection in 2024 and serves until Jan 3, 2025. She is 48 years old.",/static/legislator-photos/456814-200px.jpeg
Rep. Morgan Griffith,Representative for Virginia’s 9th District,"Griffith is the representative for Virginia’s 9th congressional district (view map) and is a Republican. He has served since Jan 5, 2011. Griffith is next up for reelection in 2024 and serves until Jan 3, 2025. He is 64 years old.",/static/legislator-photos/412485-200px.jpeg
Rep. Raúl Grijalva,Representative for Arizona’s 7th District,"Grijalva is the representative for Arizona’s 7th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Grijalva is next up for reelection in 2024 and serves until Jan 3, 2025. He is 74 years old.",/static/legislator-photos/400162-200px.jpeg
Rep. Glenn Grothman,Representative for Wisconsin’s 6th District,"Grothman is the representative for Wisconsin’s 6th congressional district (view map) and is a Republican. He has served since Jan 6, 2015. Grothman is next up for reelection in 2024 and serves until Jan 3, 2025. He is 67 years old.",/static/legislator-photos/412661-200px.jpeg
Rep. Michael Guest,Representative for Mississippi’s 3rd District,"Guest is the representative for Mississippi’s 3rd congressional district (view map) and is a Republican. He has served since Jan 3, 2019. Guest is next up for reelection in 2024 and serves until Jan 3, 2025. He is 52 years old.",/static/legislator-photos/412793-200px.jpeg
Rep. Brett Guthrie,Representative for Kentucky’s 2nd District,"Guthrie is the representative for Kentucky’s 2nd congressional district (view map) and is a Republican. He has served since Jan 6, 2009. Guthrie is next up for reelection in 2024 and serves until Jan 3, 2025. He is 58 years old.",/static/legislator-photos/412278-200px.jpeg
Rep. Harriet Hageman,Representative for Wyoming’s At-Large District,"Hageman is the representative for Wyoming’s at-large district and is a Republican. She has served since Jan 3, 2023. Hageman is next up for reelection in 2024 and serves until Jan 3, 2025. She is 60 years old."
Sen. Bill Hagerty,Senator for Tennessee,"Hagerty is the junior senator from Tennessee and is a Republican. He has served since Jan 3, 2021. Hagerty is next up for reelection in 2026 and serves until Jan 3, 2027. He is 63 years old.",/static/legislator-photos/456798-200px.jpeg
Rep. Josh Harder,Representative for California’s 9th District,"Harder is the representative for California’s 9th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Harder is next up for reelection in 2024 and serves until Jan 3, 2025. He is 36 years old.",/static/legislator-photos/412754-200px.jpeg
Rep. Andy Harris,Representative for Maryland’s 1st District,"Harris is the representative for Maryland’s 1st congressional district (view map) and is a Republican. He has served since Jan 5, 2011. Harris is next up for reelection in 2024 and serves until Jan 3, 2025. He is 65 years old.",/static/legislator-photos/412434-200px.jpeg
Rep. Diana Harshbarger,Representative for Tennessee’s 1st District,"Harshbarger is the representative for Tennessee’s 1st congressional district (view map) and is a Republican. She has served since Jan 3, 2021. Harshbarger is next up for reelection in 2024 and serves until Jan 3, 2025. She is 63 years old.",/static/legislator-photos/456844-200px.jpeg
Sen. Margaret “Maggie” Hassan,Senator for New Hampshire,"Hassan is the junior senator from New Hampshire and is a Democrat. She has served since Jan 3, 2017. Hassan is next up for reelection in 2028 and serves until Jan 3, 2029. She is 64 years old.",/static/legislator-photos/412680-200px.jpeg
Sen. Joshua “Josh” Hawley,Senator for Missouri,"Hawley is the senior senator from Missouri and is a Republican. He has served since Jan 3, 2019. Hawley is next up for reelection in 2024 and serves until Jan 3, 2025. He is 43 years old.",/static/legislator-photos/412840-200px.jpeg
Rep. Jahana Hayes,Representative for Connecticut’s 5th District,"Hayes is the representative for Connecticut’s 5th congressional district (view map) and is a Democrat. She has served since Jan 3, 2019. Hayes is next up for reelection in 2024 and serves until Jan 3, 2025. She is 49 years old.",/static/legislator-photos/412763-200px.jpeg
Sen. Martin Heinrich,Senator for New Mexico,"Heinrich is the senior senator from New Mexico and is a Democrat. He has served since Jan 3, 2013. Heinrich is next up for reelection in 2024 and serves until Jan 3, 2025. He is 51 years old.",/static/legislator-photos/412281-200px.jpeg
Rep. Kevin Hern,Representative for Oklahoma’s 1st District,"Hern is the representative for Oklahoma’s 1st congressional district (view map) and is a Republican. He has served since Nov 13, 2018. Hern is next up for reelection in 2024 and serves until Jan 3, 2025. He is 61 years old.",/static/legislator-photos/412748-200px.jpeg
Sen. John Hickenlooper,Senator for Colorado,"Hickenlooper is the junior senator from Colorado and is a Democrat. He has served since Jan 3, 2021. Hickenlooper is next up for reelection in 2026 and serves until Jan 3, 2027. He is 70 years old.",/static/legislator-photos/456797-200px.jpeg
Rep. Brian Higgins,Representative for New York’s 26th District,"Higgins is the representative for New York’s 26th congressional district (view map) and is a Democrat. He has served since Jan 3, 2013. Higgins is next up for reelection in 2024 and serves until Jan 3, 2025. He is 63 years old.",/static/legislator-photos/400641-200px.jpeg
Rep. Clay Higgins,Representative for Louisiana’s 3rd District,"Higgins is the representative for Louisiana’s 3rd congressional district (view map) and is a Republican. He has served since Jan 3, 2017. Higgins is next up for reelection in 2024 and serves until Jan 3, 2025. He is 61 years old.",/static/legislator-photos/412705-200px.jpeg
Rep. French Hill,Representative for Arkansas’s 2nd District,"Hill is the representative for Arkansas’s 2nd congressional district (view map) and is a Republican. He has served since Jan 6, 2015. Hill is next up for reelection in 2024 and serves until Jan 3, 2025. He is 66 years old.",/static/legislator-photos/412609-200px.jpeg
Rep. Ashley Hinson,Representative for Iowa’s 2nd District,"Hinson is the representative for Iowa’s 2nd congressional district (view map) and is a Republican. She has served since Jan 3, 2023. Hinson is next up for reelection in 2024 and serves until Jan 3, 2025. She is 39 years old.",/static/legislator-photos/456816-200px.jpeg
Sen. Mazie Hirono,Senator for Hawaii,"Hirono is the junior senator from Hawaii and is a Democrat. She has served since Jan 3, 2013. Hirono is next up for reelection in 2024 and serves until Jan 3, 2025. She is 75 years old.",/static/legislator-photos/412200-200px.jpeg
Sen. John Hoeven,Senator for North Dakota,"Hoeven is the senior senator from North Dakota and is a Republican. He has served since Jan 5, 2011. Hoeven is next up for reelection in 2028 and serves until Jan 3, 2029. He is 65 years old.",/static/legislator-photos/412494-200px.jpeg
Rep. Steven Horsford,Representative for Nevada’s 4th District,"Horsford is the representative for Nevada’s 4th congressional district (view map) and is a Democrat. He has served since Jan 3, 2019. Horsford is next up for reelection in 2024 and serves until Jan 3, 2025. He is 49 years old.",/static/legislator-photos/412559-200px.jpeg
Rep. Erin Houchin,Representative for Indiana’s 9th District,"Houchin is the representative for Indiana’s 9th congressional district (view map) and is a Republican. She has served since Jan 3, 2023. Houchin is next up for reelection in 2024 and serves until Jan 3, 2025. She is 46 years old."
Rep. Chrissy Houlahan,Representative for Pennsylvania’s 6th District,"Houlahan is the representative for Pennsylvania’s 6th congressional district (view map) and is a Democrat. She has served since Jan 3, 2019. Houlahan is next up for reelection in 2024 and serves until Jan 3, 2025. She is 55 years old.",/static/legislator-photos/412810-200px.jpeg
